,work_importance,religion_importance,overall_hapineess,overal_satisfaction_work,free_to_choose,life_satisfaction,pay_important_job,people _important_job,no_pressure_important_job,security_important_job,promotion_important_job,hours_important_job,usefulness_important_job,holidays_important_job,achieving_important_job,responsible_important_job,interesting_important_job,sex,age,marital_status,highest_educ_lvl,employment_status,numb_employees_organisation,job_type,duration_unemployment,country
116,not important,very important,very happy,0,8,9,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,34.0,married,compl compulsory education,housewife,,,,Turkey
117,very important,quite important,very happy,0,1,10,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,18.0,single,"2nd, interm general qualification",student,,,,Turkey
118,very important,quite important,not very happy,0,10,1,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,58.0,married,higher educ- upper-level 3d certificate,retired/pensioned,,"professional worker (lawyer, accountant, teacher etc)",,Turkey
119,very important,very important,quite happy,10,2,6,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,female,28.0,married,"2nd, interm general qualification",self employed,,,,Turkey
120,very important,very important,quite happy,6,1,10,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,male,24.0,single,full 2nd maturity level certificate,less then 30h a week,50-99,skilled manual worker,,Turkey
121,very important,very important,not very happy,6,6,7,mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,male,55.0,married,full 2nd maturity level certificate,30h a week or more,2-9,employer/manager of establ with less than 10 employees,,Turkey
122,very important,very important,quite happy,7,10,6,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,male,34.0,married,full 2nd maturity level certificate,30h a week or more,500-999,employer/manager of establ with 10 or more employees,,Turkey
123,very important,very important,quite happy,10,10,3,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,male,30.0,married,compl compulsory education,30h a week or more,10-24,skilled manual worker,,Turkey
124,very important,very important,quite happy,0,10,8,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,male,18.0,single,full 2nd maturity level certificate,student,,,,Turkey
125,very important,very important,quite happy,0,10,5,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,35.0,married,full 2nd maturity level certificate,housewife,,,,Turkey
126,very important,not important,not very happy,0,10,1,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,22.0,single,full 2nd maturity level certificate,unemployed,,,half a year -one year,Turkey
127,very important,quite important,not at all happy,0,10,3,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,male,40.0,married,compl compulsory education,unemployed,,,less than half a year,Turkey
128,very important,very important,not at all happy,4,1,1,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,male,44.0,married,compl compulsory education,self employed,,employer/manager of establ with less than 10 employees,,Turkey
129,very important,very important,not very happy,0,1,6,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,male,66.0,married,compl compulsory education,retired/pensioned,,unskilled manual worker,,Turkey
130,very important,very important,not very happy,7,1,1,not mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,male,28.0,married,"2nd, interm general qualification",30h a week or more,25-49,skilled manual worker,,Turkey
131,very important,very important,not very happy,7,1,5,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,male,33.0,married,compl compulsory education,self employed,,employer/manager of establ with less than 10 employees,,Turkey
132,very important,very important,not very happy,10,1,1,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,22.0,single,full 2nd maturity level certificate,less then 30h a week,2-9,,,Turkey
133,very important,very important,not very happy,10,10,5,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,male,38.0,married,compl compulsory education,30h a week or more,500-999,middle level non-manual -office worker etc,,Turkey
134,very important,quite important,not very happy,0,10,4,mentioned,not mentioned,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,male,20.0,single,full 2nd maturity level certificate,unemployed,,,less than half a year,Turkey
135,very important,quite important,quite happy,7,5,1,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,51.0,married,full 2nd maturity level certificate,30h a week or more,250-499,foreman and supervisor,,Turkey
136,very important,very important,quite happy,0,4,5,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,21.0,single,full 2nd maturity level certificate,student,,,,Turkey
137,very important,not important,quite happy,10,6,7,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,female,28.0,single,higher educ- upper-level 3d certificate,30h a week or more,25-49,"professional worker (lawyer, accountant, teacher etc)",,Turkey
138,very important,not important,very happy,0,10,8,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,45.0,married,compl compulsory education,housewife,,,,Turkey
139,very important,very important,not at all happy,1,10,1,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,female,26.0,married,"2nd, interm general qualification",less then 30h a week,1,unskilled manual worker,,Turkey
140,very important,not important,quite happy,0,10,9,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,31.0,married,"2nd, interm general qualification",housewife,,,,Turkey
141,very important,quite important,very happy,0,10,10,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,51.0,married,inadequate education,housewife,,,,Turkey
142,very important,quite important,quite happy,0,8,7,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,20.0,single,full 2nd maturity level certificate,student,,,,Turkey
143,very important,not at all important,quite happy,9,8,7,mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,male,29.0,single,"2nd, interm general qualification",30h a week or more,50-99,junior level non-manual -office worker etc,,Turkey
144,very important,quite important,quite happy,10,10,10,not mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,47.0,married,higher educ- upper-level 3d certificate,self employed,,employer/manager of establ with less than 10 employees,,Turkey
145,very important,not at all important,quite happy,10,1,8,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,male,23.0,single,"2nd, interm general qualification",self employed,,employer/manager of establ with less than 10 employees,,Turkey
146,very important,quite important,quite happy,7,6,5,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,male,36.0,married,full 2nd maturity level certificate,30h a week or more,25-49,skilled manual worker,,Turkey
147,very important,very important,very happy,8,1,9,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,24.0,single,higher educ- upper-level 3d certificate,30h a week or more,100-249,middle level non-manual -office worker etc,,Turkey
148,quite important,very important,not very happy,0,1,5,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,female,27.0,married,compl compulsory education,housewife,,,,Turkey
149,very important,very important,quite happy,0,8,8,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,36.0,married,compl compulsory education,housewife,,,,Turkey
150,very important,very important,not at all happy,0,1,1,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,44.0,married,"2nd, interm general qualification",retired/pensioned,,junior level non-manual -office worker etc,,Turkey
151,very important,very important,very happy,0,1,7,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,22.0,single,full 2nd maturity level certificate,unemployed,,,less than half a year,Turkey
152,very important,very important,quite happy,9,7,7,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,male,28.0,single,higher educ- upper-level 3d certificate,30h a week or more,100-249,employer/manager of establ with 10 or more employees,,Turkey
153,very important,very important,quite happy,4,10,7,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,male,51.0,married,"2nd, interm general qualification",self employed,,employer/manager of establ with less than 10 employees,,Turkey
154,very important,very important,not very happy,0,10,1,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,male,63.0,widowed,compl compulsory education,retired/pensioned,,skilled manual worker,,Turkey
155,very important,very important,quite happy,6,1,7,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,19.0,single,full 2nd maturity level certificate,30h a week or more,250-499,skilled manual worker,,Turkey
156,very important,very important,very happy,0,5,7,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,female,49.0,married,compl compulsory education,housewife,,,,Turkey
157,very important,very important,not very happy,0,5,3,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,male,70.0,widowed,full 2nd maturity level certificate,retired/pensioned,,member of armed forces,,Turkey
158,very important,quite important,not very happy,0,7,5,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,male,24.0,single,full 2nd maturity level certificate,unemployed,,,less than half a year,Turkey
159,not important,very important,not very happy,0,5,1,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,23.0,single,full 2nd maturity level certificate,student,,,,Turkey
160,very important,quite important,very happy,0,5,10,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,female,51.0,divorced,full 2nd maturity level certificate,retired/pensioned,,employer/manager of establ with 10 or more employees,,Turkey
161,very important,very important,quite happy,0,5,6,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,female,47.0,married,full 2nd maturity level certificate,housewife,,,,Turkey
162,very important,quite important,very happy,0,10,9,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,20.0,single,full 2nd maturity level certificate,student,,,,Turkey
163,very important,quite important,quite happy,6,5,6,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,33.0,divorced,higher educ- upper-level 3d certificate,30h a week or more,100-249,middle level non-manual -office worker etc,,Turkey
